,1x,1y,5x,5y,12x,12y,13x,13y,14x,14y
101,488,182.2307692,480,190.1538462,528,364.4615385,496,404.0769231,536,578.3846154
102,480,166.3846154,456,166.3846154,504,332.7692308,472,396.1538462,528,586.3076923
103,480,182.2307692,448,190.1538462,504,348.6153846,472,404.0769231,520,578.3846154
104,480,190.1538462,448,190.1538462,632,404.0769231,464,404.0769231,520,578.3846154
105,480,190.1538462,464,190.1538462,632,404.0769231,464,404.0769231,520,578.3846154
106,480,182.2307692,448,182.2307692,632,396.1538462,464,404.0769231,520,578.3846154
107,480,182.2307692,448,190.1538462,624,396.1538462,464,404.0769231,520,578.3846154
108,480,182.2307692,456,190.1538462,632,404.0769231,464,404.0769231,520,586.3076923
109,480,158.4615385,464,158.4615385,616,372.3846154,464,404.0769231,520,578.3846154
110,480,174.3076923,456,174.3076923,624,380.3076923,464,412,520,578.3846154
111,480,166.3846154,456,166.3846154,624,380.3076923,464,404.0769231,520,578.3846154
112,528,158.4615385,504,158.4615385,640,388.2307692,504,404.0769231,560,594.2307692
113,528,158.4615385,512,158.4615385,640,380.3076923,504,404.0769231,560,594.2307692
114,528,158.4615385,512,158.4615385,640,388.2307692,504,404.0769231,560,594.2307692
115,520,142.6153846,520,142.6153846,632,364.4615385,512,412,560,594.2307692
116,544,174.3076923,520,182.2307692,656,388.2307692,512,404.0769231,576,594.2307692
117,544,174.3076923,520,182.2307692,656,388.2307692,512,404.0769231,576,594.2307692
118,424,198.0769231,392,213.9230769,608,380.3076923,440,419.9230769,536,586.3076923
119,432,198.0769231,400,206,600,380.3076923,440,419.9230769,536,586.3076923
120,432,198.0769231,408,206,600,380.3076923,440,419.9230769,536,578.3846154
121,440,198.0769231,408,206,600,388.2307692,440,419.9230769,544,586.3076923
122,448,190.1538462,416,206,600,388.2307692,448,419.9230769,536,586.3076923
123,456,198.0769231,416,206,600,396.1538462,448,419.9230769,536,586.3076923
124,456,190.1538462,424,198.0769231,600,396.1538462,448,419.9230769,544,586.3076923
125,544,182.2307692,520,182.2307692,656,388.2307692,512,404.0769231,576,594.2307692
126,536,174.3076923,528,182.2307692,656,388.2307692,512,404.0769231,576,594.2307692
127,536,174.3076923,528,182.2307692,656,388.2307692,512,404.0769231,576,586.3076923
128,544,174.3076923,520,182.2307692,656,388.2307692,512,404.0769231,576,586.3076923
129,536,182.2307692,520,182.2307692,656,388.2307692,512,404.0769231,576,594.2307692
130,536,182.2307692,520,182.2307692,664,388.2307692,512,404.0769231,576,594.2307692
131,536,182.2307692,520,182.2307692,656,396.1538462,512,404.0769231,576,594.2307692
132,536,182.2307692,520,182.2307692,656,388.2307692,512,404.0769231,576,586.3076923
133,520,198.0769231,512,198.0769231,640,412,496,419.9230769,560,594.2307692
134,520,198.0769231,512,198.0769231,640,412,496,419.9230769,560,602.1538462
135,528,198.0769231,512,198.0769231,640,412,496,419.9230769,560,602.1538462
136,528,198.0769231,512,198.0769231,640,412,496,419.9230769,560,602.1538462
137,528,198.0769231,512,198.0769231,640,404.0769231,496,419.9230769,560,594.2307692
138,528,198.0769231,512,198.0769231,640,404.0769231,496,419.9230769,560,594.2307692
139,528,198.0769231,512,198.0769231,640,412,496,412,560,594.2307692
140,528,198.0769231,512,198.0769231,640,404.0769231,496,419.9230769,560,594.2307692
141,528,198.0769231,512,198.0769231,640,404.0769231,496,419.9230769,560,594.2307692
142,528,198.0769231,512,198.0769231,640,412,496,419.9230769,560,594.2307692
143,520,206,496,213.9230769,616,419.9230769,472,419.9230769,544,586.3076923
144,520,206,504,206,616,419.9230769,464,419.9230769,544,586.3076923
145,528,206,504,206,616,412,464,419.9230769,544,586.3076923
146,528,206,504,206,616,412,464,419.9230769,544,586.3076923
147,520,206,504,206,608,419.9230769,464,419.9230769,544,594.2307692
148,520,206,496,206,608,412,464,419.9230769,544,594.2307692
149,520,206,496,206,616,419.9230769,464,419.9230769,544,586.3076923
150,520,198.0769231,504,206,608,404.0769231,464,419.9230769,544,586.3076923
151,520,206,496,206,616,412,464,419.9230769,544,594.2307692
152,520,198.0769231,496,206,608,404.0769231,464,419.9230769,544,586.3076923
153,552,206,536,206,672,412,520,419.9230769,584,602.1538462
154,552,198.0769231,536,206,664,412,520,419.9230769,584,602.1538462
155,552,206,528,206,664,412,520,419.9230769,592,602.1538462
156,552,206,536,206,664,412,520,419.9230769,584,602.1538462
157,552,206,536,206,664,412,520,419.9230769,584,602.1538462
158,552,206,536,206,664,412,520,419.9230769,584,602.1538462
159,552,206,536,206,664,412,520,419.9230769,584,602.1538462
160,560,206,536,206,664,412,528,419.9230769,584,602.1538462
161,560,206,536,206,672,412,528,419.9230769,584,602.1538462
162,552,198.0769231,528,206,672,412,528,419.9230769,584,602.1538462
163,528,174.3076923,512,174.3076923,632,380.3076923,488,419.9230769,544,602.1538462
164,528,174.3076923,512,174.3076923,640,380.3076923,488,412,552,602.1538462
165,520,174.3076923,504,174.3076923,640,380.3076923,488,419.9230769,552,602.1538462
166,520,174.3076923,504,182.2307692,536,356.5384615,488,419.9230769,552,602.1538462
167,528,198.0769231,504,198.0769231,632,412,480,419.9230769,552,602.1538462
168,528,198.0769231,504,198.0769231,632,404.0769231,480,419.9230769,552,602.1538462
169,520,206,496,206,624,419.9230769,480,419.9230769,552,602.1538462
170,520,206,504,206,632,419.9230769,472,419.9230769,552,602.1538462
171,520,206,504,206,632,419.9230769,480,419.9230769,552,602.1538462
172,504,174.3076923,488,174.3076923,616,396.1538462,464,419.9230769,528,594.2307692
173,504,174.3076923,488,174.3076923,608,380.3076923,464,419.9230769,528,594.2307692
174,504,174.3076923,488,174.3076923,608,388.2307692,464,419.9230769,528,594.2307692
175,504,174.3076923,480,182.2307692,608,388.2307692,464,427.8461538,528,586.3076923
176,504,174.3076923,480,174.3076923,616,388.2307692,464,419.9230769,528,586.3076923
177,496,190.1538462,480,190.1538462,608,412,456,419.9230769,528,594.2307692
178,496,190.1538462,480,198.0769231,592,404.0769231,456,419.9230769,528,594.2307692
179,496,190.1538462,480,198.0769231,528,388.2307692,456,419.9230769,528,594.2307692
180,496,198.0769231,480,198.0769231,528,380.3076923,456,419.9230769,528,594.2307692
181,496,182.2307692,488,190.1538462,608,412,456,419.9230769,528,594.2307692
182,496,190.1538462,488,190.1538462,520,380.3076923,464,419.9230769,536,602.1538462
183,496,198.0769231,488,198.0769231,608,412,464,419.9230769,536,602.1538462
184,496,198.0769231,480,198.0769231,608,412,456,419.9230769,536,602.1538462
185,496,198.0769231,480,206,608,412,464,419.9230769,536,602.1538462
186,464,174.3076923,440,174.3076923,600,380.3076923,448,419.9230769,496,594.2307692
187,464,158.4615385,432,166.3846154,600,380.3076923,448,412,496,602.1538462
188,456,182.2307692,432,182.2307692,592,388.2307692,440,412,496,594.2307692
189,472,190.1538462,456,190.1538462,584,404.0769231,440,419.9230769,520,602.1538462
190,472,198.0769231,448,198.0769231,584,412,448,427.8461538,520,602.1538462
191,472,198.0769231,448,198.0769231,584,412,440,419.9230769,520,610.0769231
192,480,166.3846154,472,166.3846154,504,356.5384615,456,419.9230769,520,602.1538462
193,488,182.2307692,472,182.2307692,496,364.4615385,456,427.8461538,512,602.1538462
194,488,174.3076923,480,174.3076923,592,396.1538462,448,419.9230769,512,602.1538462
195,488,182.2307692,472,182.2307692,488,364.4615385,448,419.9230769,512,602.1538462
196,496,134.6923077,496,134.6923077,528,332.7692308,496,412,536,610.0769231
197,504,150.5384615,488,150.5384615,520,340.6923077,488,412,536,610.0769231
198,504,158.4615385,488,158.4615385,536,348.6153846,488,412,536,602.1538462
199,504,174.3076923,488,174.3076923,624,388.2307692,480,419.9230769,536,610.0769231
200,536,190.1538462,520,190.1538462,656,412,512,419.9230769,552,602.1538462
201,536,190.1538462,520,198.0769231,648,412,504,412,552,602.1538462
202,536,198.0769231,520,198.0769231,648,412,504,412,552,610.0769231
203,536,190.1538462,520,198.0769231,648,412,504,412,552,610.0769231
204,536,190.1538462,512,198.0769231,640,412,504,412,552,602.1538462
205,536,182.2307692,520,190.1538462,560,372.3846154,512,419.9230769,552,602.1538462
206,528,213.9230769,504,213.9230769,648,404.0769231,528,427.8461538,584,610.0769231
207,528,206,496,213.9230769,648,404.0769231,528,427.8461538,584,610.0769231
208,528,206,504,213.9230769,640,396.1538462,528,427.8461538,584,610.0769231
209,528,206,504,213.9230769,640,404.0769231,528,427.8461538,584,610.0769231
210,528,206,504,213.9230769,648,412,528,427.8461538,584,610.0769231
211,528,206,512,213.9230769,648,412,528,427.8461538,584,610.0769231
212,528,206,496,213.9230769,648,412,528,427.8461538,584,610.0769231
213,528,206,504,213.9230769,648,404.0769231,528,427.8461538,584,610.0769231
214,528,206,504,213.9230769,648,396.1538462,528,427.8461538,584,610.0769231
215,528,206,504,213.9230769,656,412,528,427.8461538,584,610.0769231
216,496,198.0769231,480,206,632,404.0769231,528,427.8461538,552,625.9230769
217,488,198.0769231,472,206,624,404.0769231,528,427.8461538,560,625.9230769
218,488,198.0769231,480,206,632,412,528,427.8461538,552,625.9230769
219,488,198.0769231,480,198.0769231,624,396.1538462,528,427.8461538,552,625.9230769
220,496,198.0769231,480,198.0769231,624,396.1538462,528,427.8461538,552,618
221,496,198.0769231,480,198.0769231,632,404.0769231,528,419.9230769,560,625.9230769
222,496,198.0769231,480,198.0769231,608,396.1538462,536,427.8461538,560,625.9230769
223,496,198.0769231,488,198.0769231,632,396.1538462,536,419.9230769,560,625.9230769
224,496,190.1538462,480,198.0769231,616,388.2307692,536,419.9230769,560,625.9230769
225,496,190.1538462,480,198.0769231,624,396.1538462,536,419.9230769,560,625.9230769
226,504,213.9230769,488,221.8461538,640,412,520,419.9230769,560,610.0769231
227,504,213.9230769,488,221.8461538,640,412,520,419.9230769,560,618
228,496,213.9230769,488,221.8461538,640,404.0769231,520,419.9230769,560,610.0769231
229,496,213.9230769,488,221.8461538,640,412,512,419.9230769,560,610.0769231
230,496,213.9230769,480,221.8461538,640,404.0769231,520,419.9230769,560,610.0769231
231,496,213.9230769,480,221.8461538,648,412,512,419.9230769,560,610.0769231
232,496,213.9230769,480,221.8461538,640,412,512,419.9230769,560,610.0769231
233,504,213.9230769,480,221.8461538,640,404.0769231,520,419.9230769,560,610.0769231
234,496,213.9230769,488,221.8461538,640,404.0769231,520,419.9230769,560,610.0769231
235,496,213.9230769,480,221.8461538,640,404.0769231,520,419.9230769,560,610.0769231
236,512,221.8461538,496,229.7692308,648,427.8461538,512,435.7692308,576,602.1538462
237,512,221.8461538,496,229.7692308,648,427.8461538,512,435.7692308,576,602.1538462
238,512,221.8461538,488,229.7692308,648,419.9230769,512,435.7692308,576,602.1538462
239,512,221.8461538,488,229.7692308,640,427.8461538,512,435.7692308,576,602.1538462
